Date,Adj Close
2015-01-02,10.668946266174316
2015-01-05,10.3411283493042
2015-01-06,9.694439888000488
2015-01-07,9.625893592834473
2015-01-08,9.849406242370605
2015-01-09,9.74808120727539
2015-01-12,10.3411283493042
2015-01-13,9.983510971069336
2015-01-14,9.90900707244873
2015-01-15,9.715299606323242
2015-01-16,10.430535316467285
2015-01-19,9.61993408203125
2015-01-20,9.8941068649292
2015-01-21,10.430535316467285
2015-01-22,10.421594619750977
2015-01-23,10.281527519226074
2015-01-26,10.072915077209473
2015-01-27,9.968611717224121
2015-01-28,10.207022666931152
2015-01-29,9.819602966308594
2015-01-30,10.004374504089355
2015-02-02,10.13251781463623
2015-02-03,10.60338306427002
2015-02-04,10.505040168762207
2015-02-05,10.817955017089844
2015-02-06,10.877555847167969
2015-02-09,11.050406455993652
2015-02-10,10.972923278808594
2015-02-11,10.725571632385254
2015-02-12,10.770269393920898
2015-02-13,10.90735912322998
2015-02-18,11.056366920471191
2015-02-19,11.041465759277344
2015-02-20,10.782194137573242
2015-02-23,10.767292976379395
2015-02-24,10.892457962036133
2015-02-25,10.922260284423828
2015-02-26,10.800073623657227
2015-02-27,10.3411283493042
2015-03-02,10.379416465759277
2015-03-03,10.361132621765137
2015-03-04,10.208761215209961
2015-03-05,10.419034004211426
2015-03-06,10.263616561889648
2015-03-09,10.263616561889648
2015-03-10,10.14172077178955
2015-03-11,10.14172077178955
2015-03-12,10.2697114944458
2015-03-13,10.068583488464355
2015-03-16,10.163053512573242
2015-03-17,10.086867332458496
2015-03-18,10.437317848205566
2015-03-19,10.543974876403809
2015-03-20,10.510455131530762
2015-03-23,10.665871620178223
2015-03-24,10.63539981842041
2015-03-25,10.65368366241455
2015-03-26,10.665871620178223
2015-03-27,10.781673431396484
2015-03-30,10.739009857177734
2015-03-31,11.214402198791504
2015-04-01,10.94013786315918
2015-04-02,11.244876861572266
2015-04-06,11.244876861572266
2015-04-07,11.138216972351074
2015-04-08,11.147358894348145
2015-04-09,11.077271461486816
2015-04-10,11.040700912475586
2015-04-13,11.016322135925293
2015-04-14,11.153454780578613
2015-04-15,11.183928489685059
2015-04-16,10.909663200378418
2015-04-17,11.004131317138672
2015-04-20,11.183928489685059
2015-04-22,11.275349617004395
2015-04-23,11.28144359588623
2015-04-24,11.351533889770508
2015-04-27,11.321062088012695
2015-04-28,11.055939674377441
2015-04-29,11.031557083129883
2015-04-30,10.604923248291016
2015-05-04,11.122980117797852
2015-05-05,11.366772651672363
2015-05-06,11.534379005432129
2015-05-07,11.762933731079102
2015-05-08,11.884825706481934
2015-05-11,11.616657257080078
2015-05-12,11.592279434204102
2015-05-13,11.50085735321045
2015-05-14,11.747696876525879
2015-05-15,11.878732681274414
2015-05-18,11.912254333496094
2015-05-19,11.884825706481934
2015-05-20,11.519143104553223
2015-05-21,11.805594444274902
2015-05-22,12.189568519592285
2015-05-25,12.159093856811523
2015-05-26,11.701985359191895
2015-05-27,11.948822975158691
2015-05-28,11.583137512207031
2015-05-29,11.33324909210205
2015-06-01,11.762933731079102
2015-06-02,12.085957527160645
2015-06-03,12.098145484924316
2015-06-05,11.976251602172852
2015-06-08,11.836071014404297
2015-06-09,11.778170585632324
2015-06-10,11.942728996276855
2015-06-11,11.924444198608398
2015-06-12,11.811692237854004
2015-06-15,11.299729347229004
2015-06-16,11.196118354797363
2015-06-17,11.138216972351074
2015-06-18,11.4581937789917
2015-06-19,11.577042579650879
2015-06-22,11.625798225402832
2015-06-23,12.0554838180542
2015-06-24,11.884825706481934
2015-06-25,11.823882102966309
2015-06-26,12.174331665039062
2015-06-29,12.037199020385742
2015-06-30,11.884825706481934
2015-07-01,11.884825706481934
2015-07-02,11.967108726501465
2015-07-03,11.887873649597168
2015-07-06,11.778170585632324
2015-07-07,11.692843437194824
2015-07-08,11.424671173095703
2015-07-10,11.439908981323242
2015-07-13,11.519143104553223
2015-07-14,11.659323692321777
2015-07-15,11.372865676879883
2015-07-16,11.354582786560059
2015-07-17,11.22354507446289
2015-07-20,11.122980117797852
2015-07-21,11.104694366455078
2015-07-22,11.055939674377441
2015-07-23,10.998037338256836
2015-07-24,10.711581230163574
2015-07-27,10.604923248291016
2015-07-28,10.629303932189941
2015-07-29,10.543974876403809
2015-07-30,10.467790603637695
2015-07-31,10.894427299499512
2015-08-03,10.678064346313477
2015-08-04,10.80637264251709
2015-08-05,10.778806686401367
2015-08-06,10.558266639709473
2015-08-07,10.294845581054688
2015-08-10,10.414304733276367
2015-08-11,10.353042602539062
2015-08-12,10.034489631652832
2015-08-13,9.835391998291016
2015-08-14,9.740439414978027
2015-08-17,10.022239685058594
2015-08-18,10.261151313781738
2015-08-19,9.982418060302734
2015-08-20,9.832328796386719
2015-08-21,9.480081558227539
2015-08-24,9.189092636108398
2015-08-25,9.409628868103027
2015-08-26,9.455574989318848
2015-08-27,9.52908706665039
2015-08-28,9.881336212158203
2015-08-31,9.709808349609375
2015-09-01,9.143148422241211
2015-09-02,9.124768257141113
2015-09-03,9.495397567749023
2015-09-04,9.066572189331055
2015-09-08,9.189092636108398
2015-09-09,9.305487632751465
2015-09-10,8.974679946899414
2015-09-11,9.189092636108398
2015-09-14,9.189092636108398
2015-09-15,9.189092636108398
2015-09-16,9.660798072814941
2015-09-17,9.336116790771484
2015-09-18,9.189092636108398
2015-09-21,9.16765022277832
2015-09-22,9.155400276184082
2015-09-23,9.066572189331055
2015-09-24,8.944050788879395
2015-09-25,8.937923431396484
2015-09-28,8.839906692504883
2015-09-29,8.980804443359375
2015-09-30,9.231976509094238
2015-10-01,9.035941123962402
2015-10-02,9.397377967834473
2015-10-05,9.620980262756348
2015-10-06,9.461702346801758
2015-10-07,9.8016996383667
2015-10-08,9.829264640808105
2015-10-09,10.117189407348633
2015-10-13,10.153946876525879
2015-10-14,9.878275871276855
2015-10-15,10.19989013671875
2015-10-16,9.954851150512695
2015-10-19,10.512322425842285
2015-10-20,10.536826133728027
2015-10-21,10.261151313781738
2015-10-22,10.689979553222656
2015-10-23,10.616464614868164
2015-10-26,10.696102142333984
2015-10-27,10.72060775756836
2015-10-28,10.408177375793457
2015-10-29,10.196828842163086
2015-10-30,10.466378211975098
2015-11-03,11.17087459564209
2015-11-04,10.852317810058594
2015-11-05,11.256638526916504
2015-11-06,11.198439598083496
2015-11-09,11.30258560180664
2015-11-10,11.173937797546387
2015-11-11,11.023848533630371
2015-11-12,11.103487968444824
2015-11-13,11.057543754577637
2015-11-16,10.812499046325684
2015-11-17,10.919705390930176
2015-11-18,10.950335502624512
2015-11-19,10.781868934631348
2015-11-23,11.069791793823242
2015-11-24,10.919705390930176
2015-11-25,10.904388427734375
2015-11-26,11.026912689208984
2015-11-27,10.873760223388672
2015-11-30,10.251964569091797
2015-12-01,10.536826133728027
2015-12-02,10.751238822937012
2015-12-03,11.180062294006348
2015-12-04,10.601149559020996
2015-12-07,10.705291748046875
2015-12-08,10.337730407714844
2015-12-09,10.307099342346191
2015-12-10,9.65160846710205
2015-12-11,9.8016996383667
2015-12-14,9.712873458862305
2015-12-15,9.657737731933594
2015-12-16,9.553593635559082
2015-12-17,9.786382675170898
2015-12-18,9.706746101379395
2015-12-21,9.284048080444336
2015-12-22,9.55566120147705
2015-12-23,9.863907814025879
2015-12-28,9.663545608520508
2015-12-29,9.663545608520508
2015-12-30,9.564908027648926
2016-01-04,9.460101127624512
2016-01-05,9.41386604309082
2016-01-06,9.64813232421875
2016-01-07,9.395370483398438
2016-01-08,9.416950225830078
2016-01-11,8.868267059326172
2016-01-12,9.170350074768066
2016-01-13,9.232001304626465
2016-01-14,9.154938697814941
2016-01-15,8.939164161682129
2016-01-18,8.994651794433594
2016-01-19,9.191926956176758
2016-01-20,8.939164161682129
2016-01-21,8.748055458068848
2016-01-22,8.815866470336914
2016-01-26,8.939164161682129
2016-01-27,9.096370697021484
2016-01-28,9.293649673461914
2016-01-29,9.987204551696777
2016-02-01,9.876236915588379
2016-02-02,9.740608215332031
2016-02-03,9.373793601989746
2016-02-04,9.494009971618652
2016-02-05,9.617308616638184
2016-02-10,9.494009971618652
2016-02-11,9.342970848083496
2016-02-12,9.293649673461914
2016-02-15,8.963824272155762
2016-02-16,9.250495910644531
2016-02-17,9.24741268157959
2016-02-18,9.466267585754395
2016-02-19,9.598814964294434
2016-02-22,9.999534606933594
2016-02-23,10.172155380249023
2016-02-24,9.617308616638184
2016-02-25,9.46318531036377
2016-02-26,9.420031547546387
2016-02-29,9.709783554077148
2016-03-01,10.110504150390625
2016-03-02,10.20297908782959
2016-03-03,10.03344440460205
2016-03-04,10.16598892211914
2016-03-07,10.372515678405762
2016-03-08,10.387927055358887
2016-03-09,10.04269027709961
2016-03-10,10.064266204833984
2016-03-11,10.070432662963867
2016-03-14,10.018033027648926
2016-03-15,9.802257537841797
2016-03-16,9.956381797790527
2016-03-17,9.55566120147705
2016-03-18,9.24741268157959
2016-03-21,9.272074699401855
2016-03-22,9.093289375305176
2016-03-23,8.825115203857422
2016-03-24,8.772711753845215
2016-03-28,8.936084747314453
2016-03-29,8.772711753845215
2016-03-30,8.68332290649414
2016-03-31,8.396651268005371
2016-04-01,8.504536628723145
2016-04-04,8.458300590515137
2016-04-05,8.353496551513672
2016-04-06,8.384321212768555
2016-04-07,8.68332290649414
2016-04-08,8.738805770874023
2016-04-11,8.6925687789917
2016-04-12,8.785042762756348
2016-04-13,8.396651268005371
2016-04-14,8.523031234741211
2016-04-15,8.630918502807617
2016-04-18,8.634000778198242
2016-04-19,8.674074172973633
2016-04-20,8.741888046264648
2016-04-22,8.689486503601074
2016-04-25,8.695650100708008
2016-04-26,8.846692085266113
2016-04-27,8.742374420166016
2016-04-28,8.95811939239502
2016-04-29,8.817416191101074
2016-05-02,9.108202934265137
2016-05-03,8.992513656616211
2016-05-04,9.00189208984375
2016-05-05,9.126962661743164
2016-05-06,9.064428329467773
2016-05-09,9.151976585388184
2016-05-10,9.427130699157715
2016-05-11,9.105076789855957
2016-05-12,9.617860794067383
2016-05-13,9.230144500732422
2016-05-16,9.239524841308594
2016-05-17,9.114455223083496
2016-05-18,8.983133316040039
2016-05-19,8.864316940307617
2016-05-20,8.620430946350098
2016-05-23,8.426573753356934
2016-05-24,8.870569229125977
2016-05-25,8.71110725402832
2016-05-27,8.926852226257324
2016-05-30,8.91121768951416
2016-05-31,9.261411666870117
2016-06-01,9.286425590515137
2016-06-02,9.583466529846191
2016-06-03,10.274477005004883
2016-06-06,9.896142959594727
2016-06-07,9.786705017089844
2016-06-08,9.630369186401367
2016-06-09,9.59597396850586
2016-06-10,9.480283737182617
2016-06-13,9.630369186401367
2016-06-14,9.380230903625488
2016-06-15,9.442764282226562
2016-06-16,9.517807006835938
2016-06-17,9.380230903625488
2016-06-20,9.289551734924316
2016-06-21,9.570959091186523
2016-06-22,9.380230903625488
2016-06-23,9.505298614501953
2016-06-24,9.308313369750977
2016-06-27,9.186370849609375
2016-06-28,9.211386680603027
2016-06-29,9.47403335571289
2016-06-30,9.549074172973633
2016-07-01,9.652256965637207
2016-07-04,9.74605655670166
2016-07-05,9.564704895019531
2016-07-06,9.577213287353516
2016-07-07,9.658510208129883
2016-07-08,9.711664199829102
2016-07-11,9.652256965637207
2016-07-12,9.936788558959961
2016-07-13,9.896142959594727
2016-07-14,10.00557804107666
2016-07-15,9.889888763427734
2016-07-18,10.061858177185059
2016-07-19,10.365155220031738
2016-07-20,10.227575302124023
2016-07-21,10.318251609802246
2016-07-22,10.240082740783691
2016-07-25,10.22445011138916
2016-07-26,10.424561500549316
2016-07-27,10.268223762512207
2016-07-28,10.402673721313477
2016-07-29,10.286983489990234
2016-08-01,10.221323013305664
2016-08-02,10.177546501159668
2016-08-03,10.080620765686035
2016-08-04,9.824226379394531
2016-08-05,9.952377319335938
2016-08-08,10.028061866760254
2016-08-09,10.050135612487793
2016-08-10,9.923995971679688
2016-08-11,10.255109786987305
2016-08-12,10.176275253295898
2016-08-15,9.999679565429688
2016-08-16,9.775785446166992
2016-08-17,9.889307975769043
2016-08-18,9.807317733764648
2016-08-19,9.753708839416504
2016-08-22,9.403671264648438
2016-08-23,9.539270401000977
2016-08-24,9.25545883178711
2016-08-25,9.523505210876465
2016-08-26,9.61495590209961
2016-08-29,9.46043586730957
2016-08-30,9.498276710510254
2016-08-31,9.46043586730957
2016-09-01,9.372137069702148
2016-09-02,9.678024291992188
2016-09-05,9.696946144104004
2016-09-06,9.857773780822754
2016-09-08,9.778938293457031
2016-09-09,9.302762031555176
2016-09-12,9.46043586730957
2016-09-13,9.46043586730957
2016-09-14,9.517197608947754
2016-09-15,9.84200668334961
2016-09-16,9.996528625488281
2016-09-19,9.917689323425293
2016-09-20,10.138432502746582
2016-09-21,9.98076057434082
2016-09-22,10.239343643188477
2016-09-23,10.091131210327148
2016-09-26,9.857773780822754
2016-09-27,10.075362205505371
2016-09-28,10.091131210327148
2016-09-29,9.659103393554688
2016-09-30,9.580266952514648
2016-10-03,9.990220069885254
2016-10-04,9.996528625488281
2016-10-05,9.76317024230957
2016-10-06,10.034366607666016
